case:concept:name,concept:name,time:timestamp,case:OrganizationalEntity,case:TotalDeclared
travel permit 8289,Send Reminder,2018-08-01 06:00:45+00:00,organizational unit 65466,0.0
travel permit 8295,Send Reminder,2018-06-01 06:01:01+00:00,organizational unit 65460,0.0
travel permit 83008,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 83013,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 83059,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,11048.207139234999
travel permit 83085,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 83123,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 83191,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 83213,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 83217,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 8327,Send Reminder,2018-06-01 06:00:53+00:00,organizational unit 65454,0.0
travel permit 8332,Send Reminder,2018-06-01 06:01:07+00:00,organizational unit 65454,0.0
travel permit 83320,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 83359,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,627.9811209467531
travel permit 83448,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 83452,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 83526,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 83530,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65455,0.0
travel permit 83538,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 83564,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,684.8913083927179
travel permit 83689,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,3614.8480583560745
travel permit 83736,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 83740,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 83873,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 83906,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 83950,Send Reminder,2018-11-01 06:00:33+00:00,organizational unit 65455,0.0
travel permit 83985,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 84079,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 84128,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 84264,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 8436,Send Reminder,2018-05-01 06:00:29+00:00,organizational unit 65455,2262.884228684446
travel permit 84442,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 84691,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 84888,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 85062,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 85145,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 85237,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 85284,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,879.9525392366398
travel permit 85333,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,2102.9118906876124
travel permit 85476,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 85480,Send Reminder,2018-05-01 06:00:30+00:00,organizational unit 65455,0.0
travel permit 85485,Send Reminder,2018-07-01 06:01:20+00:00,organizational unit 65455,0.0
travel permit 85713,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 85726,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 85751,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 85892,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 8595,Send Reminder,2018-07-01 06:01:20+00:00,organizational unit 65455,336.53940683593237
travel permit 85975,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 86009,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 86013,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 86121,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 86223,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 8631,Send Reminder,2018-07-01 06:01:13+00:00,organizational unit 65459,0.0
travel permit 8636,Send Reminder,2018-08-01 06:00:53+00:00,organizational unit 65466,0.0
travel permit 86472,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,460.4227793872576
travel permit 8690,Send Reminder,2018-07-01 06:01:11+00:00,organizational unit 65454,0.0
travel permit 8749,Send Reminder,2018-08-01 06:00:49+00:00,organizational unit 65458,677.7846138947292
travel permit 8911,Send Reminder,2018-05-01 06:00:35+00:00,organizational unit 65474,0.0
travel permit 8929,Send Reminder,2019-01-01 06:00:52+00:00,organizational unit 65457,0.0
travel permit 8934,Send Reminder,2018-07-01 06:01:15+00:00,organizational unit 65460,0.0
travel permit 9054,Send Reminder,2018-06-01 06:00:52+00:00,organizational unit 65460,0.0
travel permit 9282,Send Reminder,2018-06-01 06:01:01+00:00,organizational unit 65455,0.0
travel permit 9420,Send Reminder,2018-05-01 06:00:34+00:00,organizational unit 65455,0.0
travel permit 9425,Send Reminder,2018-07-01 06:01:16+00:00,organizational unit 65456,1100.1124139632532
travel permit 953,Send Reminder,2018-07-01 06:01:15+00:00,organizational unit 65458,0.0
travel permit 9542,Send Reminder,2018-07-01 06:01:21+00:00,organizational unit 65460,0.0
travel permit 9547,Send Reminder,2018-08-01 06:00:56+00:00,organizational unit 65455,0.0
travel permit 9576,Send Reminder,2018-11-01 06:00:45+00:00,organizational unit 65466,0.0
travel permit 9697,Send Reminder,2018-05-01 06:00:33+00:00,organizational unit 65470,0.0
travel permit 972,Send Reminder,2018-07-01 06:01:18+00:00,organizational unit 65458,0.0
travel permit 9848,Send Reminder,2018-05-01 06:00:33+00:00,organizational unit 65460,0.0
travel permit 9876,Send Reminder,2018-03-01 15:20:09+00:00,organizational unit 65458,0.0
