case_id,fitness,missing_tokens,remaining_tokens,consumed_tokens,produced_tokens,is_fit
travel permit 65228,0.9032258064516129,3,3,31,31,False
travel permit 12900,1.0,0,0,24,24,True
travel permit 63844,1.0,0,0,24,24,True
travel permit 25979,0.8235294117647058,6,6,34,34,False
travel permit 68559,0.9655172413793104,1,1,29,29,False
travel permit 12910,0.9642857142857143,1,1,28,28,False
travel permit 12925,1.0,0,0,27,27,True
travel permit 12938,0.9333333333333333,2,2,30,30,False
travel permit 63854,1.0,0,0,24,24,True
travel permit 26003,1.0,0,0,24,24,True
travel permit 26013,1.0,0,0,24,24,True
travel permit 26023,1.0,0,0,27,27,True
travel permit 16863,1.0,0,0,24,24,True
travel permit 12959,1.0,0,0,27,27,True
travel permit 34641,0.9285714285714286,2,2,28,28,False
travel permit 12973,1.0,0,0,24,24,True
travel permit 63864,1.0,0,0,20,20,True
travel permit 63870,0.9655172413793104,1,1,29,29,False
travel permit 19460,0.9583333333333334,1,1,24,24,False
travel permit 12986,1.0,0,0,27,27,True
travel permit 13001,0.9375,2,2,32,32,False
travel permit 13022,1.0,0,0,24,24,True
travel permit 63887,1.0,0,0,20,20,True
travel permit 69582,1.0,0,0,24,24,True
travel permit 63893,1.0,0,0,27,27,True
travel permit 63907,1.0,0,0,26,26,True
travel permit 10276,0.9642857142857143,1,1,28,28,False
travel permit 63917,1.0,0,0,24,24,True
travel permit 63928,1.0,0,0,24,24,True
travel permit 63938,1.0,0,0,24,24,True
travel permit 34658,1.0,0,0,23,23,True
travel permit 34669,1.0,0,0,27,27,True
travel permit 58087,1.0,0,0,24,24,True
travel permit 34682,1.0,0,0,24,24,True
travel permit 63950,1.0,0,0,24,24,True
travel permit 63962,1.0,0,0,24,24,True
travel permit 34692,0.9230769230769231,2,2,26,26,False
travel permit 13034,1.0,0,0,24,24,True
travel permit 64004,1.0,0,0,24,24,True
travel permit 16156,1.0,0,0,24,24,True
travel permit 16167,0.8666666666666667,4,4,30,30,False
travel permit 16188,1.0,0,0,24,24,True
travel permit 16875,1.0,0,0,20,20,True
travel permit 64014,1.0,0,0,20,20,True
travel permit 65803,0.9655172413793104,1,1,29,29,False
travel permit 65818,1.0,0,0,24,24,True
travel permit 58082,1.0,0,0,18,18,True
travel permit 34706,1.0,0,0,24,24,True
travel permit 65829,1.0,0,0,20,20,True
travel permit 65835,1.0,0,0,26,26,True
travel permit 65846,1.0,0,0,24,24,True
travel permit 65856,0.9583333333333334,1,1,24,24,False
travel permit 16259,1.0,0,0,27,27,True
travel permit 48001,1.0,0,0,24,24,True
travel permit 65879,1.0,0,0,20,20,True
travel permit 70169,1.0,0,0,24,24,True
travel permit 16881,1.0,0,0,24,24,True
travel permit 68544,0.9655172413793104,1,1,29,29,False
travel permit 65869,1.0,0,0,28,28,True
travel permit 16200,1.0,0,0,24,24,True
travel permit 68574,1.0,0,0,27,27,True
travel permit 68587,1.0,0,0,32,32,True
travel permit 68603,1.0,0,0,24,24,True
travel permit 34717,1.0,0,0,23,23,True
travel permit 65884,1.0,0,0,20,20,True
travel permit 65889,0.925,3,3,40,40,False
travel permit 34939,1.0,0,0,16,16,True
travel permit 68613,1.0,0,0,24,24,True
travel permit 68623,1.0,0,0,24,24,True
travel permit 65916,0.9333333333333333,2,2,30,30,False
travel permit 65931,0.9333333333333333,2,2,30,30,False
travel permit 65947,0.8555555555555556,1,4,15,18,False
travel permit 16896,1.0,0,0,16,16,True
travel permit 65956,1.0,0,0,27,27,True
travel permit 34947,1.0,0,0,24,24,True
travel permit 67390,0.9259259259259259,2,2,27,27,False
travel permit 16210,1.0,0,0,20,20,True
travel permit 16216,1.0,0,0,23,23,True
travel permit 16227,1.0,0,0,32,32,True
travel permit 57050,0.9333333333333333,2,2,30,30,False
travel permit 67407,0.7285714285714286,1,4,7,10,False
travel permit 68633,1.0,0,0,24,24,True
travel permit 68643,0.9615384615384616,1,1,26,26,False
travel permit 67411,1.0,0,0,20,20,True
travel permit 67417,0.8571428571428572,10,10,70,70,False
travel permit 67472,0.8611111111111112,5,5,36,36,False
travel permit 16244,0.6944444444444444,1,4,6,9,False
travel permit 16246,0.9583333333333334,1,1,24,24,False
travel permit 67497,0.967741935483871,1,1,31,31,False
travel permit 16901,0.9090909090909091,2,2,22,22,False
travel permit 68658,0.9333333333333333,2,2,30,30,False
travel permit 67516,1.0,0,0,27,27,True
travel permit 67529,1.0,0,0,26,26,True
travel permit 67539,1.0,0,0,20,20,True
travel permit 19479,1.0,0,0,26,26,True
travel permit 19490,1.0,0,0,24,24,True
travel permit 19504,1.0,0,0,24,24,True
travel permit 67544,1.0,0,0,27,27,True
travel permit 68676,1.0,0,0,24,24,True
travel permit 67560,1.0,0,0,24,24,True
travel permit 67572,1.0,0,0,24,24,True
travel permit 68687,1.0,0,0,24,24,True
travel permit 57022,1.0,0,0,32,32,True
travel permit 16275,0.8253968253968254,2,5,18,21,False
travel permit 67584,1.0,0,0,24,24,True
travel permit 68697,1.0,0,0,24,24,True
travel permit 68709,0.9090909090909091,2,2,22,22,False
travel permit 68719,0.9090909090909091,2,2,22,22,False
travel permit 57068,1.0,0,0,26,26,True
travel permit 67594,0.9642857142857143,1,1,28,28,False
travel permit 16386,1.0,0,0,24,24,True
travel permit 68728,1.0,0,0,24,24,True
travel permit 57154,1.0,0,0,24,24,True
travel permit 57166,1.0,0,0,27,27,True
travel permit 19755,1.0,0,0,16,16,True
travel permit 16396,1.0,0,0,24,24,True
travel permit 33815,1.0,0,0,24,24,True
travel permit 10165,1.0,0,0,27,27,True
travel permit 16823,1.0,0,0,27,27,True
travel permit 17572,1.0,0,0,20,20,True
travel permit 53194,1.0,0,0,26,26,True
travel permit 58954,0.7285714285714286,1,4,7,10,False
travel permit 67612,1.0,0,0,26,26,True
travel permit 68327,1.0,0,0,26,26,True
travel permit 69022,1.0,0,0,26,26,True
travel permit 69032,1.0,0,0,24,24,True
travel permit 69044,1.0,0,0,24,24,True
travel permit 68738,1.0,0,0,20,20,True
travel permit 68744,1.0,0,0,24,24,True
travel permit 68754,0.9333333333333333,2,2,30,30,False
travel permit 34957,1.0,0,0,24,24,True
travel permit 34967,1.0,0,0,30,30,True
travel permit 16419,1.0,0,0,24,24,True
travel permit 16430,1.0,0,0,24,24,True
travel permit 69056,0.9615384615384616,1,1,26,26,False
travel permit 16440,1.0,0,0,24,24,True
travel permit 58097,0.972972972972973,1,1,37,37,False
travel permit 34983,1.0,0,0,24,24,True
travel permit 69071,1.0,0,0,24,24,True
travel permit 68769,1.0,0,0,24,24,True
travel permit 69544,0.9166666666666666,2,2,24,24,False
travel permit 19766,1.0,0,0,24,24,True
travel permit 69083,1.0,0,0,27,27,True
travel permit 16912,1.0,0,0,24,24,True
travel permit 69099,0.9393939393939394,2,2,33,33,False
travel permit 16451,0.7556818181818181,1,4,8,11,False
travel permit 16456,0.96875,1,1,32,32,False
travel permit 16479,0.875,5,5,40,40,False
travel permit 19778,1.0,0,0,24,24,True
travel permit 19788,1.0,0,0,27,27,True
travel permit 21051,1.0,0,0,24,24,True
travel permit 69555,0.8529411764705882,5,5,34,34,False
travel permit 16514,1.0,0,0,30,30,True
travel permit 16533,0.9,3,3,30,30,False
travel permit 16552,1.0,0,0,20,20,True
travel permit 58872,1.0,0,0,24,24,True
travel permit 16572,1.0,0,0,24,24,True
travel permit 69592,0.9393939393939394,2,2,33,33,False
travel permit 69614,1.0,0,0,24,24,True
travel permit 69624,1.0,0,0,20,20,True
travel permit 69629,1.0,0,0,24,24,True
travel permit 16584,1.0,0,0,23,23,True
travel permit 16596,0.9655172413793104,1,1,29,29,False
travel permit 16925,0.6944444444444444,1,4,6,9,False
travel permit 16927,1.0,0,0,27,27,True
travel permit 69122,0.9310344827586207,2,2,29,29,False
travel permit 69140,1.0,0,0,24,24,True
travel permit 16704,1.0,0,0,27,27,True
travel permit 69150,1.0,0,0,24,24,True
travel permit 69200,1.0,0,0,20,20,True
travel permit 69160,1.0,0,0,24,24,True
travel permit 69170,0.9655172413793104,1,1,29,29,False
travel permit 69189,1.0,0,0,23,23,True
travel permit 69641,1.0,0,0,27,27,True
travel permit 16631,1.0,0,0,20,20,True
travel permit 69205,1.0,0,0,24,24,True
travel permit 69654,0.92,2,2,25,25,False
travel permit 69668,0.9655172413793104,1,1,29,29,False
travel permit 16658,0.9166666666666666,2,2,24,24,False
travel permit 69215,1.0,0,0,26,26,True
travel permit 16940,1.0,0,0,24,24,True
travel permit 69227,0.9333333333333333,2,2,30,30,False
travel permit 69689,1.0,0,0,24,24,True
travel permit 16950,1.0,0,0,24,24,True
travel permit 69699,0.9285714285714286,2,2,28,28,False
travel permit 69245,0.9333333333333333,2,2,30,30,False
travel permit 69266,0.92,4,4,50,50,False
travel permit 69306,1.0,0,0,24,24,True
travel permit 16675,1.0,0,0,30,30,True
travel permit 69718,1.0,0,0,29,29,True
travel permit 69733,1.0,0,0,20,20,True
travel permit 69987,1.0,0,0,24,24,True
travel permit 69997,1.0,0,0,27,27,True
travel permit 70011,0.9642857142857143,1,1,28,28,False
travel permit 69738,1.0,0,0,24,24,True
travel permit 70026,1.0,0,0,18,18,True
travel permit 70031,1.0,0,0,24,24,True
travel permit 69748,1.0,0,0,27,27,True
travel permit 34993,1.0,0,0,27,27,True
travel permit 35006,1.0,0,0,27,27,True
travel permit 70482,1.0,0,0,27,27,True
travel permit 70041,1.0,0,0,24,24,True
travel permit 70051,1.0,0,0,24,24,True
travel permit 70061,1.0,0,0,27,27,True
travel permit 70074,0.9142857142857143,3,3,35,35,False
travel permit 16693,1.0,0,0,26,26,True
travel permit 16718,0.9655172413793104,1,1,29,29,False
travel permit 58924,1.0,0,0,24,24,True
travel permit 70094,1.0,0,0,24,24,True
travel permit 70106,1.0,0,0,27,27,True
travel permit 70121,1.0,0,0,24,24,True
travel permit 16734,1.0,0,0,24,24,True
travel permit 16746,0.9655172413793104,1,1,29,29,False
travel permit 35022,1.0,0,0,24,24,True
travel permit 70496,1.0,0,0,24,24,True
travel permit 58882,1.0,0,0,24,24,True
travel permit 70133,0.9166666666666666,2,2,24,24,False
travel permit 70145,0.9655172413793104,1,1,29,29,False
travel permit 16777,1.0,0,0,20,20,True
travel permit 70163,1.0,0,0,20,20,True
travel permit 16784,1.0,0,0,24,24,True
travel permit 16796,1.0,0,0,30,30,True
travel permit 16813,1.0,0,0,24,24,True
travel permit 16836,1.0,0,0,20,20,True
travel permit 19801,1.0,0,0,24,24,True
travel permit 70508,1.0,0,0,20,20,True
travel permit 55834,1.0,0,0,30,30,True
travel permit 59376,1.0,0,0,24,24,True
travel permit 70182,1.0,0,0,24,24,True
travel permit 16842,1.0,0,0,24,24,True
travel permit 70513,1.0,0,0,20,20,True
travel permit 16853,0.9523809523809523,1,1,21,21,False
travel permit 51018,0.8555555555555556,1,4,15,18,False
travel permit 59701,0.96,1,1,25,25,False
travel permit 16960,1.0,0,0,24,24,True
travel permit 16972,1.0,0,0,24,24,True
travel permit 16983,1.0,0,0,27,27,True
travel permit 17008,1.0,0,0,24,24,True
travel permit 70194,1.0,0,0,26,26,True
travel permit 71025,0.9655172413793104,1,1,29,29,False
travel permit 10181,1.0,0,0,24,24,True
travel permit 71041,1.0,0,0,24,24,True
travel permit 19814,1.0,0,0,27,27,True
travel permit 70518,1.0,0,0,24,24,True
travel permit 19828,1.0,0,0,24,24,True
travel permit 19839,1.0,0,0,20,20,True
travel permit 10194,1.0,0,0,20,20,True
travel permit 70528,1.0,0,0,24,24,True
travel permit 70540,1.0,0,0,24,24,True
travel permit 71052,1.0,0,0,24,24,True
travel permit 71062,1.0,0,0,24,24,True
travel permit 29828,0.9666666666666667,1,1,30,30,False
travel permit 47942,0.7285714285714286,1,4,7,10,False
travel permit 60660,1.0,0,0,27,27,True
travel permit 71195,1.0,0,0,20,20,True
travel permit 71074,1.0,0,0,27,27,True
travel permit 19845,1.0,0,0,24,24,True
travel permit 19857,1.0,0,0,27,27,True
travel permit 58894,0.9333333333333333,2,2,30,30,False
travel permit 58912,1.0,0,0,26,26,True
travel permit 58934,1.0,0,0,24,24,True
travel permit 71087,1.0,0,0,24,24,True
travel permit 70550,1.0,0,0,27,27,True
travel permit 70565,1.0,0,0,24,24,True
travel permit 71097,1.0,0,0,26,26,True
travel permit 71109,1.0,0,0,18,18,True
travel permit 71114,1.0,0,0,24,24,True
travel permit 71124,0.9393939393939394,2,2,33,33,False
travel permit 71148,0.9310344827586207,2,2,29,29,False
travel permit 10200,1.0,0,0,20,20,True
travel permit 19872,1.0,0,0,24,24,True
travel permit 19884,1.0,0,0,24,24,True
travel permit 71163,1.0,0,0,24,24,True
travel permit 71175,1.0,0,0,20,20,True
travel permit 11175,1.0,0,0,24,24,True
travel permit 16005,1.0,0,0,20,20,True
travel permit 29536,0.7285714285714286,1,4,7,10,False
travel permit 10205,1.0,0,0,24,24,True
travel permit 10215,1.0,0,0,24,24,True
travel permit 71180,0.9655172413793104,1,1,29,29,False
travel permit 19896,1.0,0,0,24,24,True
travel permit 19907,1.0,0,0,24,24,True
travel permit 71201,1.0,0,0,30,30,True
travel permit 71219,1.0,0,0,20,20,True
travel permit 71225,0.896551724137931,3,3,29,29,False
travel permit 10227,0.9038461538461539,5,5,52,52,False
travel permit 10263,1.0,0,0,27,27,True
travel permit 35032,1.0,0,0,24,24,True
travel permit 70575,1.0,0,0,24,24,True
travel permit 10293,1.0,0,0,24,24,True
travel permit 10303,0.8636363636363636,3,3,22,22,False
travel permit 19919,0.9,3,3,30,30,False
travel permit 19938,1.0,0,0,24,24,True
travel permit 19950,1.0,0,0,24,24,True
travel permit 47931,1.0,0,0,26,26,True
travel permit 70585,1.0,0,0,20,20,True
travel permit 70590,0.967741935483871,1,1,31,31,False
travel permit 19960,1.0,0,0,27,27,True
travel permit 10316,0.9210526315789473,3,3,38,38,False
travel permit 59386,0.9655172413793104,1,1,29,29,False
travel permit 58944,1.0,0,0,24,24,True
travel permit 58958,0.851063829787234,7,7,47,47,False
travel permit 70610,0.96875,1,1,32,32,False
travel permit 70631,1.0,0,0,24,24,True
travel permit 70643,0.9166666666666666,2,2,24,24,False
travel permit 70656,0.875,4,4,32,32,False
travel permit 70678,0.967741935483871,1,1,31,31,False
travel permit 58995,1.0,0,0,24,24,True
travel permit 59006,1.0,0,0,24,24,True
travel permit 59402,1.0,0,0,24,24,True
travel permit 10341,1.0,0,0,20,20,True
travel permit 10348,1.0,0,0,24,24,True
travel permit 59018,0.8888888888888888,3,3,27,27,False
travel permit 70693,1.0,0,0,24,24,True
travel permit 70705,0.875,4,4,32,32,False
travel permit 70727,0.9047619047619048,2,2,21,21,False
travel permit 59412,1.0,0,0,20,20,True
travel permit 60274,1.0,0,0,27,27,True
travel permit 10360,1.0,0,0,20,20,True
travel permit 10366,1.0,0,0,20,20,True
travel permit 71537,1.0,0,0,24,24,True
travel permit 59036,0.967741935483871,1,1,31,31,False
travel permit 59054,1.0,0,0,24,24,True
travel permit 35047,0.972972972972973,1,1,37,37,False
travel permit 35068,1.0,0,0,20,20,True
travel permit 71547,0.6805555555555556,2,5,9,12,False
travel permit 71556,0.96875,1,1,32,32,False
travel permit 71574,0.8709677419354839,4,4,31,31,False
travel permit 35073,1.0,0,0,24,24,True
travel permit 35085,1.0,0,0,36,36,True
travel permit 59418,1.0,0,0,20,20,True
travel permit 59423,1.0,0,0,26,26,True
travel permit 17018,1.0,0,0,27,27,True
travel permit 17033,1.0,0,0,18,18,True
travel permit 17039,1.0,0,0,24,24,True
travel permit 71589,1.0,0,0,18,18,True
travel permit 71596,1.0,0,0,20,20,True
travel permit 60128,1.0,0,0,20,20,True
travel permit 60133,1.0,0,0,24,24,True
travel permit 14098,1.0,0,0,24,24,True
travel permit 60144,1.0,0,0,24,24,True
travel permit 60154,1.0,0,0,20,20,True
travel permit 71601,0.9655172413793104,1,1,29,29,False
travel permit 60160,1.0,0,0,20,20,True
travel permit 10372,1.0,0,0,24,24,True
travel permit 35166,1.0,0,0,24,24,True
travel permit 55235,1.0,0,0,24,24,True
travel permit 71658,1.0,0,0,27,27,True
travel permit 10382,0.851063829787234,7,7,47,47,False
travel permit 71616,0.9259259259259259,2,2,27,27,False
travel permit 17769,1.0,0,0,29,29,True
travel permit 51733,1.0,0,0,20,20,True
travel permit 55022,1.0,0,0,27,27,True
travel permit 35107,1.0,0,0,24,24,True
travel permit 35119,1.0,0,0,27,27,True
travel permit 71633,0.9655172413793104,1,1,29,29,False
travel permit 71648,0.95,1,1,20,20,False
travel permit 60165,0.7285714285714286,1,4,7,10,False
travel permit 10420,1.0,0,0,16,16,True
travel permit 60169,0.8709677419354839,4,4,31,31,False
travel permit 59066,0.90625,3,3,32,32,False
travel permit 19973,0.9655172413793104,1,1,29,29,False
travel permit 59087,1.0,0,0,27,27,True
travel permit 20299,1.0,0,0,24,24,True
travel permit 10672,1.0,0,0,24,24,True
travel permit 60191,1.0,0,0,24,24,True
travel permit 10790,1.0,0,0,20,20,True
travel permit 20557,0.7285714285714286,1,4,7,10,False
travel permit 29469,1.0,0,0,24,24,True
travel permit 47958,0.7285714285714286,1,4,7,10,False
travel permit 60202,1.0,0,0,27,27,True
travel permit 60215,0.9310344827586207,2,2,29,29,False
travel permit 60235,1.0,0,0,24,24,True
travel permit 10682,1.0,0,0,24,24,True
travel permit 59102,1.0,0,0,24,24,True
travel permit 59113,1.0,0,0,20,20,True
travel permit 47918,1.0,0,0,24,24,True
travel permit 17050,1.0,0,0,24,24,True
travel permit 47946,1.0,0,0,24,24,True
travel permit 10692,1.0,0,0,24,24,True
travel permit 10704,1.0,0,0,24,24,True
travel permit 71671,1.0,0,0,20,20,True
travel permit 17062,1.0,0,0,24,24,True
travel permit 60247,0.975609756097561,1,1,41,41,False
travel permit 71676,1.0,0,0,24,24,True
travel permit 17662,1.0,0,0,27,27,True
travel permit 10716,0.975,1,1,40,40,False
travel permit 60287,1.0,0,0,24,24,True
travel permit 60300,1.0,0,0,29,29,True
travel permit 71688,1.0,0,0,20,20,True
travel permit 60315,1.0,0,0,24,24,True
travel permit 60325,0.7556818181818181,1,4,8,11,False
travel permit 71693,1.0,0,0,24,24,True
travel permit 10741,1.0,0,0,24,24,True
travel permit 10751,1.0,0,0,20,20,True
travel permit 47962,1.0,0,0,24,24,True
travel permit 10756,1.0,0,0,24,24,True
travel permit 10766,1.0,0,0,24,24,True
travel permit 60330,1.0,0,0,24,24,True
travel permit 60342,0.8333333333333334,7,7,42,42,False
travel permit 10778,1.0,0,0,24,24,True
travel permit 60373,1.0,0,0,20,20,True
travel permit 71703,1.0,0,0,24,24,True
travel permit 71713,1.0,0,0,24,24,True
travel permit 71723,1.0,0,0,24,24,True
travel permit 71735,0.9655172413793104,1,1,29,29,False
travel permit 71750,1.0,0,0,24,24,True
travel permit 59675,1.0,0,0,29,29,True
travel permit 59691,1.0,0,0,24,24,True
travel permit 59714,1.0,0,0,24,24,True
travel permit 59724,1.0,0,0,27,27,True
travel permit 59850,1.0,0,0,24,24,True
travel permit 59739,1.0,0,0,24,24,True
travel permit 59749,1.0,0,0,24,24,True
travel permit 47972,0.9655172413793104,1,1,29,29,False
travel permit 59759,1.0,0,0,24,24,True
travel permit 59769,1.0,0,0,24,24,True
travel permit 47989,1.0,0,0,24,24,True
travel permit 59781,1.0,0,0,20,20,True
travel permit 59786,1.0,0,0,20,20,True
travel permit 59791,0.9655172413793104,1,1,29,29,False
travel permit 20369,1.0,0,0,24,24,True
travel permit 59807,1.0,0,0,27,27,True
travel permit 59820,1.0,0,0,24,24,True
travel permit 59830,1.0,0,0,26,26,True
travel permit 59840,1.0,0,0,24,24,True
travel permit 10795,1.0,0,0,33,33,True
travel permit 59862,1.0,0,0,26,26,True
travel permit 60627,1.0,0,0,24,24,True
travel permit 60650,1.0,0,0,26,26,True
travel permit 60637,1.0,0,0,27,27,True
travel permit 20561,1.0,0,0,29,29,True
travel permit 10814,1.0,0,0,27,27,True
travel permit 60673,1.0,0,0,27,27,True
travel permit 60686,0.9523809523809523,1,1,21,21,False
travel permit 35134,1.0,0,0,24,24,True
travel permit 10830,1.0,0,0,20,20,True
travel permit 60696,1.0,0,0,29,29,True
travel permit 35144,0.9411764705882353,2,2,34,34,False
travel permit 51129,1.0,0,0,24,24,True
travel permit 20575,0.9375,1,1,16,16,False
travel permit 28843,1.0,0,0,26,26,True
travel permit 55180,1.0,0,0,27,27,True
travel permit 20582,0.9333333333333333,2,2,30,30,False
travel permit 20600,1.0,0,0,24,24,True
travel permit 20944,1.0,0,0,26,26,True
travel permit 60711,1.0,0,0,20,20,True
travel permit 10835,1.0,0,0,26,26,True
travel permit 33723,0.9473684210526316,2,2,38,38,False
travel permit 51610,1.0,0,0,27,27,True
travel permit 57545,0.96,1,1,25,25,False
travel permit 20957,0.8846153846153846,3,3,26,26,False
travel permit 20976,1.0,0,0,24,24,True
travel permit 60717,1.0,0,0,24,24,True
travel permit 60727,1.0,0,0,24,24,True
travel permit 35176,1.0,0,0,24,24,True
travel permit 60739,1.0,0,0,24,24,True
travel permit 20986,1.0,0,0,24,24,True
travel permit 20998,1.0,0,0,26,26,True
travel permit 60749,0.9230769230769231,2,2,26,26,False
travel permit 60765,0.935483870967742,2,2,31,31,False
travel permit 60785,1.0,0,0,24,24,True
travel permit 60795,1.0,0,0,20,20,True
travel permit 60800,1.0,0,0,24,24,True
travel permit 35385,1.0,0,0,27,27,True
travel permit 60810,1.0,0,0,24,24,True
travel permit 60822,1.0,0,0,24,24,True
travel permit 10845,0.9655172413793104,1,1,29,29,False
travel permit 10860,1.0,0,0,24,24,True
travel permit 10872,1.0,0,0,24,24,True
travel permit 10884,1.0,0,0,29,29,True
travel permit 23576,0.9705882352941176,1,1,34,34,False
travel permit 24228,1.0,0,0,27,27,True
travel permit 60834,1.0,0,0,26,26,True
travel permit 17796,1.0,0,0,24,24,True
travel permit 35401,1.0,0,0,20,20,True
travel permit 52367,1.0,0,0,24,24,True
travel permit 28806,0.7954545454545454,9,9,44,44,False
travel permit 52378,1.0,0,0,24,24,True
travel permit 28853,1.0,0,0,24,24,True
travel permit 50398,1.0,0,0,30,30,True
travel permit 55376,1.0,0,0,24,24,True
travel permit 48013,1.0,0,0,27,27,True
travel permit 33072,0.9655172413793104,1,1,29,29,False
travel permit 33087,0.9655172413793104,1,1,29,29,False
travel permit 34795,1.0,0,0,30,30,True
travel permit 34813,0.875,6,6,48,48,False
travel permit 50414,1.0,0,0,27,27,True
travel permit 50427,0.9333333333333333,2,2,30,30,False
travel permit 28863,0.9032258064516129,3,3,31,31,False
travel permit 34852,1.0,0,0,24,24,True
travel permit 34862,1.0,0,0,24,24,True
travel permit 34873,1.0,0,0,24,24,True
travel permit 34883,1.0,0,0,24,24,True
travel permit 28884,0.9230769230769231,2,2,26,26,False
travel permit 55386,1.0,0,0,24,24,True
travel permit 55809,0.9,4,4,40,40,False
travel permit 17827,1.0,0,0,24,24,True
travel permit 21103,1.0,0,0,24,24,True
travel permit 48082,1.0,0,0,24,24,True
travel permit 52416,1.0,0,0,26,26,True
travel permit 29808,1.0,0,0,24,24,True
travel permit 17675,1.0,0,0,24,24,True
travel permit 30477,1.0,0,0,27,27,True
travel permit 54995,1.0,0,0,24,24,True
travel permit 55007,1.0,0,0,27,27,True
travel permit 50445,1.0,0,0,27,27,True
travel permit 52388,1.0,0,0,24,24,True
travel permit 28898,1.0,0,0,24,24,True
travel permit 29818,1.0,0,0,24,24,True
travel permit 33119,1.0,0,0,24,24,True
travel permit 50458,1.0,0,0,20,20,True
travel permit 21010,0.9655172413793104,1,1,29,29,False
travel permit 21028,1.0,0,0,24,24,True
travel permit 33132,1.0,0,0,24,24,True
travel permit 33142,1.0,0,0,24,24,True
travel permit 55035,1.0,0,0,27,27,True
travel permit 52398,1.0,0,0,20,20,True
travel permit 33153,1.0,0,0,20,20,True
travel permit 33672,1.0,0,0,27,27,True
travel permit 48028,1.0,0,0,24,24,True
travel permit 52110,1.0,0,0,24,24,True
travel permit 55048,1.0,0,0,24,24,True
travel permit 30490,1.0,0,0,24,24,True
travel permit 55058,1.0,0,0,23,23,True
travel permit 17685,0.9,3,3,30,30,False
travel permit 17704,0.96875,1,1,32,32,False
travel permit 17724,1.0,0,0,24,24,True
travel permit 17734,1.0,0,0,24,24,True
travel permit 30502,1.0,0,0,24,24,True
travel permit 29844,1.0,0,0,24,24,True
travel permit 48040,1.0,0,0,24,24,True
travel permit 33685,1.0,0,0,24,24,True
travel permit 33695,1.0,0,0,24,24,True
travel permit 50463,1.0,0,0,24,24,True
travel permit 34893,1.0,0,0,24,24,True
travel permit 28908,1.0,0,0,20,20,True
travel permit 52403,1.0,0,0,24,24,True
travel permit 29427,1.0,0,0,26,26,True
travel permit 33707,1.0,0,0,20,20,True
travel permit 55069,0.9655172413793104,1,1,29,29,False
travel permit 55084,1.0,0,0,24,24,True
travel permit 48050,1.0,0,0,20,20,True
travel permit 23114,0.9310344827586207,2,2,29,29,False
travel permit 23129,0.9259259259259259,2,2,27,27,False
travel permit 55852,0.8780487804878049,5,5,41,41,False
travel permit 55877,0.9655172413793104,1,1,29,29,False
travel permit 29439,1.0,0,0,27,27,True
travel permit 55094,1.0,0,0,24,24,True
travel permit 52120,1.0,0,0,27,27,True
travel permit 48055,1.0,0,0,24,24,True
travel permit 48065,1.0,0,0,24,24,True
travel permit 48075,1.0,0,0,16,16,True
travel permit 17746,0.9166666666666666,2,2,24,24,False
travel permit 29856,1.0,0,0,20,20,True
travel permit 33590,1.0,0,0,24,24,True
travel permit 47848,0.935483870967742,2,2,31,31,False
travel permit 56588,1.0,0,0,24,24,True
travel permit 56600,0.9310344827586207,2,2,29,29,False
travel permit 56617,1.0,0,0,24,24,True
travel permit 33712,1.0,0,0,24,24,True
travel permit 29453,1.0,0,0,24,24,True
travel permit 50473,1.0,0,0,24,24,True
travel permit 50485,1.0,0,0,20,20,True
travel permit 50491,1.0,0,0,20,20,True
travel permit 29463,1.0,0,0,20,20,True
travel permit 50497,1.0,0,0,20,20,True
travel permit 50503,1.0,0,0,20,20,True
travel permit 50509,1.0,0,0,20,20,True
travel permit 29480,0.9375,2,2,32,32,False
travel permit 50515,1.0,0,0,24,24,True
travel permit 29502,1.0,0,0,27,27,True
travel permit 29515,1.0,0,0,24,24,True
travel permit 29525,1.0,0,0,24,24,True
travel permit 33510,1.0,0,0,26,26,True
travel permit 51141,1.0,0,0,24,24,True
travel permit 52182,1.0,0,0,26,26,True
travel permit 30512,1.0,0,0,26,26,True
travel permit 50525,0.9230769230769231,2,2,26,26,False
travel permit 52426,1.0,0,0,27,27,True
travel permit 17756,1.0,0,0,24,24,True
travel permit 17784,1.0,0,0,24,24,True
travel permit 52441,1.0,0,0,27,27,True
travel permit 55114,0.9615384615384616,1,1,26,26,False
travel permit 55129,1.0,0,0,27,27,True
travel permit 29541,0.935483870967742,2,2,31,31,False
travel permit 15687,1.0,0,0,20,20,True
travel permit 55143,1.0,0,0,24,24,True
travel permit 17806,1.0,0,0,24,24,True
travel permit 21038,1.0,0,0,27,27,True
travel permit 21061,1.0,0,0,26,26,True
travel permit 48092,0.9310344827586207,2,2,29,29,False
travel permit 35406,1.0,0,0,20,20,True
travel permit 35411,1.0,0,0,20,20,True
travel permit 48112,1.0,0,0,24,24,True
travel permit 52455,1.0,0,0,18,18,True
travel permit 17817,1.0,0,0,24,24,True
travel permit 29861,1.0,0,0,26,26,True
travel permit 29872,0.9642857142857143,1,1,28,28,False
travel permit 50540,1.0,0,0,24,24,True
travel permit 29888,1.0,0,0,24,24,True
travel permit 50552,0.9130434782608696,2,2,23,23,False
travel permit 33879,1.0,0,0,24,24,True
travel permit 58348,1.0,0,0,24,24,True
travel permit 55153,1.0,0,0,24,24,True
